name,tdp
Intel Atom Z3770 @ 1.46GHz,4.0
Intel Atom Z3770D @ 1.49GHz,4.4
Intel Atom Z3775 @ 1.46GHz,4.0
Intel Atom Z3775D @ 1.49GHz,4.4
Intel Atom Z3795 @ 1.60GHz,4.0
Intel Atom Z520 @ 1.33GHz,2.0
Intel Atom Z530 @ 1.60GHz,2.0
Intel Atom Z670 @ 1.50GHz,3.0
Intel Celeron @ 1.30GHz,0.0
Intel Celeron 1.70GHz,0.0
Intel Celeron 1.80GHz,66.1
Intel Celeron 1000M @ 1.80GHz,35.0
Intel Celeron 1000MHz,0.0
Intel Celeron 1005M @ 1.90GHz,35.0
Intel Celeron 1007U @ 1.50GHz,17.0
Intel Celeron 1017U @ 1.60GHz,17.0
Intel Celeron 1019Y @ 1.00GHz,10.0
Intel Celeron 1020E @ 2.20GHz,35.0
Intel Celeron 1020M @ 2.10GHz,35.0
Intel Celeron 1037U @ 1.80GHz,17.0
Intel Celeron 1047UE @ 1.40GHz,17.0
Intel Celeron 1100MHz,0.0
Intel Celeron 1200MHz,0.0
Intel Celeron 2.00GHz,52.8
Intel Celeron 2.13GHz,0.0
Intel Celeron 2.20GHz,0.0
Intel Celeron 2.26GHz,0.0
Intel Celeron 2.30GHz,0.0
Intel Celeron 2.40GHz,0.0
Intel Celeron 2.50GHz,0.0
Intel Celeron 2.53GHz,0.0
Intel Celeron 2.60GHz,0.0
Intel Celeron 2.66GHz,0.0
Intel Celeron 2.70GHz,0.0
Intel Celeron 2.80GHz,68.4
Intel Celeron 2.93GHz,0.0
Intel Celeron 2000E @ 2.20GHz,37.0
Intel Celeron 2002E @ 1.50GHz,25.0
Intel Celeron 215 @ 1.33GHz,27.0
Intel Celeron 220 @ 1.20GHz,19.0
Intel Celeron 2950M @ 2.00GHz,37.0
Intel Celeron 2955U @ 1.40GHz,15.0
Intel Celeron 2957U @ 1.40GHz,15.0
Intel Celeron 2961Y @ 1.10GHz,11.5
Intel Celeron 2970M @ 2.20GHz,37.0
Intel Celeron 2980U @ 1.60GHz,15.0
Intel Celeron 2981U @ 1.60GHz,15.0
Intel Celeron 3.06GHz,0.0
Intel Celeron 3.20GHz,0.0
Intel Celeron 3.33GHz,0.0
Intel Celeron 3205U @ 1.50GHz,15.0
Intel Celeron 3215U @ 1.70GHz,15.0
Intel Celeron 3755U @ 1.70GHz,15.0
Intel Celeron 3765U @ 1.90GHz,15.0
Intel Celeron 3855U @ 1.60GHz,15.0
Intel Celeron 3865U @ 1.80GHz,15.0
Intel Celeron 3867U @ 1.80GHz,15.0
Intel Celeron 3955U @ 2.00GHz,15.0
Intel Celeron 3965U @ 2.20GHz,15.0
Intel Celeron 3965Y @ 1.50GHz,6.0
Intel Celeron 420 @ 1.60GHz,35.0
Intel Celeron 4205U @ 1.80GHz,15.0
Intel Celeron 430 @ 1.80GHz,35.0
Intel Celeron 4305U @ 2.20GHz,15.0
Intel Celeron 4305UE @ 2.00GHz,15.0
Intel Celeron 440 @ 2.00GHz,35.0
Intel Celeron 450 @ 2.20GHz,35.0
Intel Celeron 5205U @ 1.90GHz,15.0
Intel Celeron 530 @ 1.73GHz,27.0
Intel Celeron 540 @ 1.86GHz,30.0
Intel Celeron 550 @ 2.00GHz,31.0
Intel Celeron 560 @ 2.13GHz,31.0
Intel Celeron 570 @ 2.26GHz,31.0
Intel Celeron 6305 @ 1.80GHz,0.0
Intel Celeron 6305E @ 1.80GHz,15.0
Intel Celeron 723 @ 1.20GHz,10.0
Intel Celeron 7305,15.0
Intel Celeron 743 @ 1.30GHz,10.0
Intel Celeron 807 @ 1.50GHz,17.0
Intel Celeron 807UE @ 1.00GHz,10.0
Intel Celeron 827E @ 1.40GHz,17.0
Intel Celeron 847 @ 1.10GHz,17.0
Intel Celeron 847E @ 1.10GHz,17.0
Intel Celeron 857 @ 1.20GHz,17.0
Intel Celeron 867 @ 1.30GHz,17.0
Intel Celeron 877 @ 1.40GHz,17.0
Intel Celeron 887 @ 1.50GHz,17.0
Intel Celeron 900 @ 2.20GHz,34.8
Intel Celeron 925 @ 2.30GHz,35.0
Intel Celeron B710 @ 1.60GHz,35.0
Intel Celeron B800 @ 1.50GHz,35.0
Intel Celeron B810 @ 1.60GHz,35.0
Intel Celeron B815 @ 1.60GHz,35.0
Intel Celeron B820 @ 1.70GHz,35.0
Intel Celeron B830 @ 1.80GHz,35.0
Intel Celeron B840 @ 1.90GHz,35.0
Intel Celeron D 347 @ 3.06GHz,86.0
Intel Celeron D 352 @ 3.20GHz,86.0
Intel Celeron D 356 @ 3.33GHz,86.0
Intel Celeron D 360 @ 3.46GHz,65.0
Intel Celeron D 420 @ 1.60GHz,35.0
Intel Celeron E1200 @ 1.60GHz,65.0
Intel Celeron E1400 @ 2.00GHz,65.0
Intel Celeron E1500 @ 2.20GHz,65.0
Intel Celeron E1600 @ 2.40GHz,65.0
Intel Celeron E3200 @ 2.40GHz,65.0
Intel Celeron E3300 @ 2.50GHz,65.0
Intel Celeron E3400 @ 2.60GHz,65.0
Intel Celeron E3500 @ 2.70GHz,65.0
Intel Celeron G1101 @ 2.27GHz,73.0
Intel Celeron G1610 @ 2.60GHz,55.0
Intel Celeron G1610T @ 2.30GHz,35.0
Intel Celeron G1620 @ 2.70GHz,55.0
Intel Celeron G1620T @ 2.40GHz,35.0
Intel Celeron G1630 @ 2.80GHz,55.0
Intel Celeron G1820 @ 2.70GHz,53.0
Intel Celeron G1820T @ 2.40GHz,35.0
Intel Celeron G1820TE @ 2.20GHz,35.0
Intel Celeron G1830 @ 2.80GHz,53.0
Intel Celeron G1840 @ 2.80GHz,53.0
Intel Celeron G1840T @ 2.50GHz,35.0
Intel Celeron G1850 @ 2.90GHz,54.0
Intel Celeron G3900 @ 2.80GHz,51.0
Intel Celeron G3900E @ 2.40GHz,35.0
Intel Celeron G3900T @ 2.60GHz,35.0
Intel Celeron G3900TE @ 2.30GHz,35.0
Intel Celeron G3920 @ 2.90GHz,51.0
Intel Celeron G3930 @ 2.90GHz,51.0
Intel Celeron G3930T @ 2.70GHz,35.0
Intel Celeron G3930TE @ 2.70GHz,35.0
Intel Celeron G3950 @ 3.00GHz,51.0
Intel Celeron G440 @ 1.60GHz,35.0
Intel Celeron G460 @ 1.80GHz,35.0
Intel Celeron G465 @ 1.90GHz,35.0
Intel Celeron G470 @ 2.00GHz,35.0
Intel Celeron G4900 @ 3.10GHz,54.0
Intel Celeron G4900T @ 2.90GHz,35.0
Intel Celeron G4920 @ 3.20GHz,54.0
Intel Celeron G4930 @ 3.20GHz,54.0
Intel Celeron G4930T @ 3.00GHz,35.0
Intel Celeron G4950 @ 3.30GHz,54.0
Intel Celeron G530 @ 2.40GHz,65.0
Intel Celeron G530T @ 2.00GHz,35.0
Intel Celeron G540 @ 2.50GHz,65.0
Intel Celeron G540T @ 2.10GHz,35.0
Intel Celeron G550 @ 2.60GHz,65.0
Intel Celeron G550T @ 2.20GHz,35.0
Intel Celeron G555 @ 2.70GHz,65.0
Intel Celeron G5900 @ 3.40GHz,58.0
Intel Celeron G5900T @ 3.20GHz,35.0
Intel Celeron G5905 @ 3.50GHz,58.0
Intel Celeron G5905T @ 3.30GHz,35.0
Intel Celeron G5920 @ 3.50GHz,58.0
Intel Celeron G5925 @ 3.60GHz,58.0
Intel Celeron G6900,46.0
Intel Celeron G6900T,35.0
Intel Celeron J1750 @ 2.41GHz,10.0
Intel Celeron J1800 @ 2.41GHz,10.0
Intel Celeron J1850 @ 1.99GHz,10.0
Intel Celeron J1900 @ 1.99GHz,10.0
Intel Celeron J3060 @ 1.60GHz,6.0
Intel Celeron J3160 @ 1.60GHz,6.0
Intel Celeron J3355 @ 2.00GHz,10.0
Intel Celeron J3455 @ 1.50GHz,10.0
Intel Celeron J3455E @ 1.50GHz,10.0
Intel Celeron J4005 @ 2.00GHz,10.0
Intel Celeron J4025 @ 2.00GHz,10.0
Intel Celeron J4105 @ 1.50GHz,10.0
Intel Celeron J4115 @ 1.80GHz,0.0
Intel Celeron J4125 @ 2.00GHz,10.0
Intel Celeron J6412 @ 2.00GHz,10.0
Intel Celeron J6413 @ 1.80GHz,10.0
Intel Celeron M 1.00GHz,0.0
Intel Celeron M 1.30GHz,0.0
Intel Celeron M 1.50GHz,21.0
Intel Celeron M 1.60GHz,0.0
Intel Celeron M 1.70GHz,0.0
Intel Celeron M 1300MHz,0.0
Intel Celeron M 1500MHz,0.0
Intel Celeron M 360 1.40GHz,21.0
Intel Celeron M 410 @ 1.46GHz,27.0
Intel Celeron M 420 @ 1.60GHz,27.0
Intel Celeron M 430 @ 1.73GHz,27.0
Intel Celeron M 440 @ 1.86GHz,27.0
Intel Celeron M 443 @ 1.20GHz,5.5
Intel Celeron M 450 @ 2.00GHz,27.0
Intel Celeron M 520 @ 1.60GHz,30.0
Intel Celeron M 530 @ 1.73GHz,30.0
Intel Celeron M 723 @ 1.20GHz,10.0
Intel Celeron M 900MHz,0.0
Intel Celeron N2805 @ 1.46GHz,4.3
Intel Celeron N2806 @ 1.60GHz,4.5
Intel Celeron N2807 @ 1.58GHz,4.3
Intel Celeron N2808 @ 1.58GHz,4.5
Intel Celeron N2810 @ 2.00GHz,7.5
Intel Celeron N2815 @ 1.86GHz,7.5
Intel Celeron N2820 @ 2.13GHz,7.5
Intel Celeron N2830 @ 2.16GHz,7.5
Intel Celeron N2840 @ 2.16GHz,7.0
Intel Celeron N2910 @ 1.60GHz,7.5
Intel Celeron N2920 @ 1.86GHz,7.5
Intel Celeron N2930 @ 1.83GHz,7.5
Intel Celeron N2940 @ 1.83GHz,7.5
Intel Celeron N3000 @ 1.04GHz,4.0
Intel Celeron N3010 @ 1.04GHz,4.0
Intel Celeron N3050 @ 1.60GHz,6.0
Intel Celeron N3060 @ 1.60GHz,6.0
Intel Celeron N3150 @ 1.60GHz,6.0
Intel Celeron N3160 @ 1.60GHz,6.0
Intel Celeron N3350 @ 1.10GHz,6.0
Intel Celeron N3450 @ 1.10GHz,6.0
Intel Celeron N4000 @ 1.10GHz,6.0
Intel Celeron N4000C @ 1.10GHz,6.0
Intel Celeron N4020 @ 1.10GHz,6.0
Intel Celeron N4020C @ 1.10GHz,6.0
Intel Celeron N4100 @ 1.10GHz,6.0
Intel Celeron N4120 @ 1.10GHz,6.0
Intel Celeron N4500 @ 1.10GHz,6.0
Intel Celeron N4505 @ 2.00GHz,10.0
Intel Celeron N5095 @ 2.00GHz,15.0
Intel Celeron N5095A @ 2.00GHz,15.0
Intel Celeron N5100 @ 1.10GHz,6.0
Intel Celeron N5105 @ 2.00GHz,10.0
Intel Celeron N6210 @ 1.20GHz,6.5
Intel Celeron N6211 @ 1.20GHz,6.5
Intel Celeron P4500 @ 1.87GHz,35.0
Intel Celeron P4505 @ 1.87GHz,35.0
Intel Celeron P4600 @ 2.00GHz,35.0
Intel Celeron SU2300 @ 1.20GHz,10.0
Intel Celeron T1600 @ 1.66GHz,35.0
Intel Celeron U1900 @ 1.99GHz,0.0
Intel Celeron U3400 @ 1.07GHz,18.0
Intel Celeron U3600 @ 1.20GHz,18.0
Intel Core 860 @ 2.80GHz,0.0
Intel Core Duo L2300 @ 1.50GHz,15.0
Intel Core Duo L2400 @ 1.66GHz,15.0
Intel Core Duo L2500 @ 1.83GHz,15.0
Intel Core Duo T2050 @ 1.60GHz,31.0
Intel Core Duo T2250 @ 1.73GHz,31.0
Intel Core Duo T2300 @ 1.66GHz,31.0
Intel Core Duo T2350 @ 1.86GHz,31.0
Intel Core Duo T2400 @ 1.83GHz,31.0
Intel Core Duo T2450 @ 2.00GHz,31.0
Intel Core Duo T2500 @ 2.00GHz,31.0
Intel Core Duo T2600 @ 2.16GHz,31.0
Intel Core Duo T2700 @ 2.33GHz,31.0
Intel Core Duo U2400 @ 1.06GHz,9.0
Intel Core Duo U2500 @ 1.20GHz,9.0
Intel Core i3-1000NG4 @ 1.10GHz,9.0
Intel Core i3-1005G1 @ 1.20GHz,15.0
Intel Core i3-10100 @ 3.60GHz,65.0
Intel Core i3-10100E @ 3.20GHz,65.0
Intel Core i3-10100F @ 3.60GHz,65.0
Intel Core i3-10100T @ 3.00GHz,35.0
Intel Core i3-10100TE @ 2.30GHz,35.0
Intel Core i3-10100Y @ 1.30GHz,5.0
Intel Core i3-10105 @ 3.70GHz,65.0
Intel Core i3-10105F @ 3.70GHz,0.0
Intel Core i3-10105T @ 3.00GHz,35.0
Intel Core i3-10110U @ 2.10GHz,15.0
Intel Core i3-10110Y @ 1.00GHz,7.0
Intel Core i3-10300 @ 3.70GHz,65.0
Intel Core i3-10300T @ 3.00GHz,35.0
Intel Core i3-10305 @ 3.80GHz,65.0
Intel Core i3-10305T @ 3.00GHz,35.0
Intel Core i3-10320 @ 3.80GHz,65.0
Intel Core i3-10325 @ 3.90GHz,65.0
Intel Core i3-11100B @ 3.60GHz,65.0
Intel Core i3-1110G4 @ 1.80GHz,0.0
Intel Core i3-1115G4 @ 3.00GHz,0.0
Intel Core i3-1115G4E @ 3.00GHz,15.0
Intel Core i3-1115GRE @ 3.00GHz,15.0
Intel Core i3-1125G4 @ 2.00GHz,28.0
Intel Core i3-12100,60.0
Intel Core i3-12100F,58.0
Intel Core i3-12100T,35.0
Intel Core i3-12100TE,35.0
Intel Core i3-1210U,9.0
Intel Core i3-1215U,15.0
Intel Core i3-1215UE,28.0
Intel Core i3-1220P,28.0
Intel Core i3-12300,60.0
Intel Core i3-12300T,35.0
Intel Core i3-2100 @ 3.10GHz,65.0
Intel Core i3-2100T @ 2.50GHz,35.0
Intel Core i3-2102 @ 3.10GHz,65.0
Intel Core i3-2105 @ 3.10GHz,65.0
Intel Core i3-21050 @ 3.10GHz,0.0
Intel Core i3-2120 @ 3.30GHz,65.0
Intel Core i3-2120T @ 2.60GHz,35.0
Intel Core i3-2125 @ 3.30GHz,65.0
Intel Core i3-2130 @ 3.40GHz,65.0
Intel Core i3-2140 @ 3.50GHz,65.0
Intel Core i3-2310E @ 2.10GHz,35.0
Intel Core i3-2310M @ 2.10GHz,35.0
Intel Core i3-2312M @ 2.10GHz,35.0
Intel Core i3-2328M @ 2.20GHz,35.0
Intel Core i3-2330E @ 2.20GHz,35.0
Intel Core i3-2330M @ 2.20GHz,35.0
Intel Core i3-2332M @ 2.20GHz,35.0
Intel Core i3-2340UE @ 1.30GHz,17.0
Intel Core i3-2348M @ 2.30GHz,35.0
Intel Core i3-2350M @ 2.30GHz,35.0
Intel Core i3-2357M @ 1.30GHz,17.0
Intel Core i3-2365M @ 1.40GHz,17.0
Intel Core i3-2367M @ 1.40GHz,17.0
Intel Core i3-2370M @ 2.40GHz,35.0
Intel Core i3-2375M @ 1.50GHz,17.0
Intel Core i3-2377M @ 1.50GHz,17.0
Intel Core i3-3110M @ 2.40GHz,35.0
Intel Core i3-3120M @ 2.50GHz,35.0
Intel Core i3-3130M @ 2.60GHz,35.0
Intel Core i3-3210 @ 3.20GHz,55.0
Intel Core i3-3217U @ 1.80GHz,17.0
Intel Core i3-3217UE @ 1.60GHz,17.0
Intel Core i3-3220 @ 3.30GHz,55.0
Intel Core i3-3220T @ 2.80GHz,35.0
Intel Core i3-3225 @ 3.30GHz,55.0
Intel Core i3-3227U @ 1.90GHz,17.0
Intel Core i3-3229Y @ 1.40GHz,13.0
Intel Core i3-3240 @ 3.40GHz,55.0
Intel Core i3-3240T @ 2.90GHz,35.0
Intel Core i3-3245 @ 3.40GHz,55.0
Intel Core i3-3250 @ 3.50GHz,55.0
Intel Core i3-3250T @ 3.00GHz,35.0
Intel Core i3-330E @ 2.13GHz,35.0
Intel Core i3-330M @ 2.13GHz,35.0
Intel Core i3-330UM @ 1.20GHz,18.0
Intel Core i3-350M @ 2.27GHz,35.0
Intel Core i3-370M @ 2.40GHz,35.0
Intel Core i3-380M @ 2.53GHz,35.0
Intel Core i3-380UM @ 1.33GHz,18.0
Intel Core i3-390M @ 2.67GHz,35.0
Intel Core i3-4000M @ 2.40GHz,37.0
Intel Core i3-4005U @ 1.70GHz,15.0
Intel Core i3-4010U @ 1.70GHz,15.0
Intel Core i3-4010Y @ 1.30GHz,11.5
Intel Core i3-4012Y @ 1.50GHz,11.5
Intel Core i3-4020Y @ 1.50GHz,11.5
Intel Core i3-4025U @ 1.90GHz,15.0
Intel Core i3-4030U @ 1.90GHz,15.0
Intel Core i3-4030Y @ 1.60GHz,11.5
Intel Core i3-4100E @ 2.40GHz,37.0
Intel Core i3-4100M @ 2.50GHz,37.0
Intel Core i3-4110M @ 2.60GHz,37.0
Intel Core i3-4110U @ 1.90GHz,0.0
Intel Core i3-4120U @ 2.00GHz,15.0
Intel Core i3-4130 @ 3.40GHz,54.0
Intel Core i3-4130T @ 2.90GHz,35.0
Intel Core i3-4150 @ 3.50GHz,54.0
Intel Core i3-4150T @ 3.00GHz,35.0
Intel Core i3-4158U @ 2.00GHz,28.0
Intel Core i3-4160 @ 3.60GHz,54.0
Intel Core i3-4160T @ 3.10GHz,35.0
Intel Core i3-4170 @ 3.70GHz,54.0
Intel Core i3-4170T @ 3.20GHz,35.0
Intel Core i3-4330 @ 3.50GHz,54.0
Intel Core i3-4330T @ 3.00GHz,35.0
Intel Core i3-4330TE @ 2.40GHz,35.0
Intel Core i3-4340 @ 3.60GHz,54.0
Intel Core i3-4350 @ 3.60GHz,54.0
Intel Core i3-4350T @ 3.10GHz,35.0
Intel Core i3-4360 @ 3.70GHz,54.0
Intel Core i3-4360T @ 3.20GHz,35.0
Intel Core i3-4370 @ 3.80GHz,54.0
Intel Core i3-4370T @ 3.30GHz,35.0
Intel Core i3-4570T @ 2.90GHz,35.0
Intel Core i3-5005U @ 2.00GHz,15.0
Intel Core i3-5010U @ 2.10GHz,15.0
Intel Core i3-5015U @ 2.10GHz,15.0
Intel Core i3-5020U @ 2.20GHz,15.0
Intel Core i3-5157U @ 2.50GHz,28.0
Intel Core i3-530 @ 2.93GHz,73.0
Intel Core i3-540 @ 3.07GHz,73.0
Intel Core i3-550 @ 3.20GHz,73.0
Intel Core i3-560 @ 3.33GHz,73.0
Intel Core i3-6006U @ 2.00GHz,15.0
Intel Core i3-6098P @ 3.60GHz,54.0
Intel Core i3-6100 @ 3.70GHz,51.0
Intel Core i3-6100E @ 2.70GHz,35.0
Intel Core i3-6100H @ 2.70GHz,35.0
Intel Core i3-6100T @ 3.20GHz,35.0
Intel Core i3-6100TE @ 2.70GHz,35.0
Intel Core i3-6100U @ 2.30GHz,15.0
Intel Core i3-6102E @ 1.90GHz,25.0
Intel Core i3-6157U @ 2.40GHz,28.0
Intel Core i3-6300 @ 3.80GHz,51.0
Intel Core i3-6300T @ 3.30GHz,35.0
Intel Core i3-6320 @ 3.90GHz,51.0
Intel Core i3-7020U @ 2.30GHz,15.0
Intel Core i3-7100 @ 3.90GHz,51.0
Intel Core i3-7100H @ 3.00GHz,35.0
Intel Core i3-7100T @ 3.40GHz,35.0
Intel Core i3-7100U @ 2.40GHz,15.0
Intel Core i3-7101E @ 3.90GHz,54.0
Intel Core i3-7101TE @ 3.40GHz,35.0
Intel Core i3-7102E @ 2.10GHz,25.0
Intel Core i3-7130U @ 2.70GHz,15.0
Intel Core i3-7167U @ 2.80GHz,28.0
Intel Core i3-7300 @ 4.00GHz,51.0
Intel Core i3-7300T @ 3.50GHz,35.0
Intel Core i3-7320 @ 4.10GHz,51.0
Intel Core i3-7350K @ 4.20GHz,60.0
Intel Core i3-8100 @ 3.60GHz,65.0
Intel Core i3-8100B @ 3.60GHz,65.0
Intel Core i3-8100T @ 3.10GHz,35.0
Intel Core i3-8109U @ 3.00GHz,28.0
Intel Core i3-8121U @ 2.20GHz,15.0
Intel Core i3-8130U @ 2.20GHz,15.0
Intel Core i3-8140U @ 2.10GHz,15.0
Intel Core i3-8145U @ 2.10GHz,15.0
Intel Core i3-8145UE @ 2.20GHz,15.0
Intel Core i3-8300 @ 3.70GHz,62.0
Intel Core i3-8300T @ 3.20GHz,25.0
Intel Core i3-8350K @ 4.00GHz,91.0
Intel Core i3-9100 @ 3.60GHz,65.0
Intel Core i3-9100F @ 3.60GHz,65.0
Intel Core i3-9100T @ 3.10GHz,35.0
Intel Core i3-9100TE @ 2.20GHz,35.0
Intel Core i3-9300 @ 3.70GHz,62.0
Intel Core i3-9300T @ 3.20GHz,35.0
Intel Core i3-9320 @ 3.70GHz,62.0
Intel Core i3-9350K @ 4.00GHz,91.0
Intel Core i3-9350KF @ 4.00GHz,91.0
Intel Core i5 750S @ 2.40GHz,82.0
Intel Core i5 E 520 @ 2.40GHz,35.0
Intel Core i5-10200H @ 2.40GHz,45.0
Intel Core i5-10210U @ 1.60GHz,15.0
Intel Core i5-10210Y @ 1.00GHz,7.0
Intel Core i5-10300H @ 2.50GHz,45.0
Intel Core i5-1030NG7 @ 1.10GHz,10.0
Intel Core i5-10310U @ 1.70GHz,15.0
Intel Core i5-1035G1 @ 1.00GHz,15.0
Intel Core i5-1035G4 @ 1.10GHz,15.0
Intel Core i5-1035G7 @ 1.20GHz,15.0
Intel Core i5-1038NG7 @ 2.00GHz,28.0
Intel Core i5-10400 @ 2.90GHz,65.0
Intel Core i5-10400F @ 2.90GHz,65.0
Intel Core i5-10400H @ 2.60GHz,45.0
Intel Core i5-10400T @ 2.00GHz,35.0
Intel Core i5-10500 @ 3.10GHz,65.0
Intel Core i5-10500E @ 3.10GHz,65.0
Intel Core i5-10500H @ 2.50GHz,45.0
Intel Core i5-10500T @ 2.30GHz,35.0
Intel Core i5-10500TE @ 2.30GHz,35.0
Intel Core i5-10505 @ 3.20GHz,65.0
Intel Core i5-10600 @ 3.30GHz,65.0
Intel Core i5-10600K @ 4.10GHz,125.0
Intel Core i5-10600KF @ 4.10GHz,125.0
Intel Core i5-10600T @ 2.40GHz,35.0
Intel Core i5-11260H @ 2.60GHz,45.0
Intel Core i5-11300H @ 3.10GHz,35.0
Intel Core i5-1130G7 @ 1.10GHz,15.0
Intel Core i5-11320H @ 3.20GHz,35.0
Intel Core i5-1135G7 @ 2.40GHz,15.0
Intel Core i5-11400 @ 2.60GHz,65.0
Intel Core i5-11400F @ 2.60GHz,65.0
Intel Core i5-11400H @ 2.70GHz,45.0
Intel Core i5-11400T @ 1.30GHz,35.0
Intel Core i5-1140G7 @ 1.10GHz,15.0
Intel Core i5-1145G7 @ 2.60GHz,28.0
Intel Core i5-1145G7E @ 2.60GHz,15.0
Intel Core i5-1145GRE @ 2.60GHz,15.0
Intel Core i5-11500 @ 2.70GHz,65.0
Intel Core i5-11500B @ 3.30GHz,65.0
Intel Core i5-11500H @ 2.90GHz,45.0
Intel Core i5-11500T @ 1.50GHz,35.0
Intel Core i5-1155G7 @ 2.50GHz,28.0
Intel Core i5-11600 @ 2.80GHz,65.0
Intel Core i5-11600K @ 3.90GHz,125.0
Intel Core i5-11600KF @ 3.90GHz,125.0
Intel Core i5-11600T @ 1.70GHz,35.0
Intel Core i5-1230U,9.0
Intel Core i5-1235U,15.0
Intel Core i5-12400,65.0
Intel Core i5-12400F,65.0
Intel Core i5-12400F,65.0
Intel Core i5-12400T,74.0
Intel Core i5-1240P,28.0
Intel Core i5-1240U,29.0
Intel Core i5-12450H,45.0
Intel Core i5-1245U,15.0
Intel Core i5-1245UE,15.0
Intel Core i5-12490F,65.0
Intel Core i5-12500,65.0
Intel Core i5-12500H,45.0
Intel Core i5-12500T,35.0
Intel Core i5-12500TE,35.0
Intel Core i5-1250P,28.0
Intel Core i5-12600,65.0
Intel Core i5-12600H,45.0
Intel Core i5-12600HX,55.0
Intel Core i5-12600K,150.0
Intel Core i5-12600KF,150.0
Intel Core i5-12600T,35.0
Intel Core i5-13400,65.0
Intel Core i5-13500,0.0
Intel Core i5-13600K,125.0
Intel Core i5-13600KF,125.0
Intel Core i5-2300 @ 2.80GHz,95.0
Intel Core i5-2310 @ 2.90GHz,95.0
Intel Core i5-2320 @ 3.00GHz,95.0
Intel Core i5-2380P @ 3.10GHz,95.0
Intel Core i5-2390T @ 2.70GHz,35.0
Intel Core i5-2400 @ 3.10GHz,95.0
Intel Core i5-2400S @ 2.50GHz,65.0
Intel Core i5-24050S @ 2.50GHz,65.0
Intel Core i5-2405S @ 2.50GHz,65.0
Intel Core i5-2410M @ 2.30GHz,35.0
Intel Core i5-2415M @ 2.30GHz,35.0
Intel Core i5-2430M @ 2.40GHz,35.0
Intel Core i5-2435M @ 2.40GHz,35.0
Intel Core i5-2450M @ 2.50GHz,35.0
Intel Core i5-2450P @ 3.20GHz,95.0
Intel Core i5-2467M @ 1.60GHz,17.0
Intel Core i5-2500 @ 3.30GHz,95.0
Intel Core i5-2500K @ 3.30GHz,95.0
Intel Core i5-2500S @ 2.70GHz,65.0
Intel Core i5-2500T @ 2.30GHz,45.0
Intel Core i5-2510E @ 2.50GHz,35.0
Intel Core i5-2515E @ 2.50GHz,35.0
Intel Core i5-2520M @ 2.50GHz,35.0
Intel Core i5-2537M @ 1.40GHz,17.0
Intel Core i5-2540M @ 2.60GHz,35.0
Intel Core i5-2550K @ 3.40GHz,95.0
Intel Core i5-2557M @ 1.70GHz,17.0
Intel Core i5-2560M @ 2.70GHz,0.0
Intel Core i5-3170K @ 3.20GHz,0.0
Intel Core i5-3210M @ 2.50GHz,35.0
Intel Core i5-3230M @ 2.60GHz,35.0
Intel Core i5-3317U @ 1.70GHz,17.0
Intel Core i5-3320M @ 2.60GHz,35.0
Intel Core i5-3330 @ 3.00GHz,77.0
Intel Core i5-3330S @ 2.70GHz,65.0
Intel Core i5-3335S @ 2.70GHz,65.0
Intel Core i5-3337U @ 1.80GHz,17.0
Intel Core i5-3339Y @ 1.50GHz,13.0
Intel Core i5-3340 @ 3.10GHz,77.0
Intel Core i5-3340M @ 2.70GHz,35.0
Intel Core i5-3340S @ 2.80GHz,65.0
Intel Core i5-3350P @ 3.10GHz,69.0
Intel Core i5-3360M @ 2.80GHz,35.0
Intel Core i5-3380M @ 2.90GHz,35.0
Intel Core i5-3427U @ 1.80GHz,17.0
Intel Core i5-3437U @ 1.90GHz,17.0
Intel Core i5-3439Y @ 1.50GHz,13.0
Intel Core i5-3450 @ 3.10GHz,77.0
Intel Core i5-3450S @ 2.80GHz,65.0
Intel Core i5-3470 @ 3.20GHz,77.0
Intel Core i5-3470S @ 2.90GHz,65.0
Intel Core i5-3470T @ 2.90GHz,35.0
Intel Core i5-3475S @ 2.90GHz,65.0
Intel Core i5-3550 @ 3.30GHz,77.0
Intel Core i5-3550S @ 3.00GHz,65.0
Intel Core i5-3570 @ 3.40GHz,77.0
Intel Core i5-3570K @ 3.40GHz,77.0
Intel Core i5-3570S @ 3.10GHz,65.0
Intel Core i5-3570T @ 2.30GHz,45.0
Intel Core i5-3610ME @ 2.70GHz,35.0
Intel Core i5-4200H @ 2.80GHz,47.0
Intel Core i5-4200M @ 2.50GHz,37.0
Intel Core i5-4200U @ 1.60GHz,15.0
Intel Core i5-4200Y @ 1.40GHz,11.5
Intel Core i5-4202Y @ 1.60GHz,11.5
Intel Core i5-4210H @ 2.90GHz,47.0
Intel Core i5-4210M @ 2.60GHz,37.0
Intel Core i5-4210U @ 1.70GHz,15.0
Intel Core i5-4210Y @ 1.50GHz,11.0
Intel Core i5-4220Y @ 1.60GHz,11.5
Intel Core i5-4230U @ 1.90GHz,15.0
Intel Core i5-4250U @ 1.30GHz,15.0
Intel Core i5-4258U @ 2.40GHz,28.0
Intel Core i5-4260U @ 1.40GHz,15.0
Intel Core i5-4278U @ 2.60GHz,28.0
Intel Core i5-4288U @ 2.60GHz,28.0
Intel Core i5-4300M @ 2.60GHz,37.0
Intel Core i5-4300U @ 1.90GHz,15.0
Intel Core i5-4300Y @ 1.60GHz,11.5
Intel Core i5-4302Y @ 1.60GHz,11.5
Intel Core i5-4308U @ 2.80GHz,28.0
